date,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome,ad_id,ad_title,ad_valence,ad_sponsor,target_candidate,attacking_candidate,estimate_type,attack,general,pro_clinton,pro_sanders,pro_cruz,pro_kasich,pro_trump,anti_clinton,anti_trump,date_numeric,attack_d,general_d,pro_clinton_d,pro_sanders_d,pro_trump_d,pro_cruz_d,pro_kasich_d,anti_clinton_d,anti_trump_d,pac,pac_d,date_d,attack_general_d,attack_date_d,date_group
2016-10-03,ad_id_fac65,-0.0778709836638043,0.153095337169009,0.5086437320938059,0.6111552329377078,0.2226873233759351,-0.3784292907035437,732,favorHC_rev,65,50-pts?,Anti Clinton,trump,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,1,0,46.75427789185489,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,0.8418079096045198,-0.4689265536723164,0,-0.2711864406779661,0.26916012173381176,0.06425356698266779,0.053210469559235224,24
2016-10-17,ad_id_fac67,-0.27898826300165847,0.11960967392100497,2.3324891194495985,0.01994405166308846,-0.04417093444198156,-0.5138055915613353,735,favorHC_rev,67,Change,Anti Clinton,trump,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,1,0,46.79260780287474,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,0.8418079096045198,-0.4689265536723164,0,-0.2711864406779661,0.3074900327536625,0.06425356698266779,0.06750297875307787,26
2016-10-24,ad_id_fac69,-0.017970799573628016,0.15010256659471818,0.11972346630254338,0.9047351060421218,0.2767127377803386,-0.31265433692759464,731,favorHC_rev,69,Laura,Anti Clinton,trump,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,1,0,46.81177275838467,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,0.8418079096045198,-0.4689265536723164,0,-0.2711864406779661,0.3266549882635914,0.06425356698266779,0.07464923335000051,27
2016-11-07,ad_id_fac76,0.06284148092540875,0.125244914653262,-0.501748762409908,0.6159928998006359,0.3087175294966922,-0.1830345676458747,743,favorHC_rev,76,Unfit to Serve,Anti Clinton,trump,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,1,0,46.85010266940452,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,0.8418079096045198,-0.4689265536723164,0,-0.2711864406779661,0.36498489928344213,0.06425356698266779,0.08894174254384317,29
2016-03-28,ad_id_fac11,0.04876573018650099,0.1640989354481084,0.297172739441212,0.7664202282972554,-0.27340309204069224,0.3709345524136942,721,favorBS_rev,11,America,Pro Sanders,sanders,TRUE,FALSE,target_candidate,0,0,0,1,0,0,0,0,0,46.23682409308692,-0.6271186440677966,-0.4971751412429379,-0.15254237288135594,0.9209039548022598,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,0,-0.2711864406779661,-0.24829367703415528,0.1885473522934023,0.10855527247652143,3
2016-04-11,ad_id_fac17,0.2396767757740862,0.16319430273588878,1.4686589651476714,0.14236883413869358,-0.08072513585223529,0.5600786874004077,709,favorBS_rev,17,Erica,Pro Sanders,sanders,TRUE,FALSE,target_candidate,0,0,0,1,0,0,0,0,0,46.275154004106774,-0.6271186440677966,-0.4971751412429379,-0.15254237288135594,0.9209039548022598,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,0,-0.2711864406779661,-0.20996376601430455,0.1885473522934023,0.08451787065051335,5
2016-05-16,ad_id_fac11,-0.003031501090592137,0.16019387135040097,-0.018923951740707767,0.9849083482518346,-0.31766915548979313,0.31160615330860886,574,favorBS_rev,11,America,Pro Sanders,sanders,TRUE,FALSE,target_candidate,0,0,0,1,0,0,0,0,0,46.3709787816564,-0.6271186440677966,-0.4971751412429379,-0.15254237288135594,0.9209039548022598,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,0,-0.2711864406779661,-0.11413898846468129,0.1885473522934023,0.024424366085495364,9
2016-05-30,ad_id_fac11,0.09666944497070573,0.1786025285739842,0.5412546269223811,0.5885363954397617,-0.2541046537835188,0.4474435437249303,590,favorBS_rev,11,America,Pro Sanders,sanders,TRUE,FALSE,target_candidate,0,0,0,1,0,0,0,0,0,46.40930869267625,-0.6271186440677966,-0.4971751412429379,-0.15254237288135594,0.9209039548022598,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,0,-0.2711864406779661,-0.07580907744483056,0.1885473522934023,3.8696425948728935e-4,11
2016-04-18,ad_id_fac21,-0.09273489729994311,0.14957062206256616,-0.6200074320821614,0.535465602943099,-0.3864232591139431,0.20095346451405688,664,favorJK_rev,21,Suggest,Pro Kasich,new day independent media committee,TRUE,FALSE,target_candidate,0,0,0,0,0,1,0,0,0,46.2943189596167,-0.6271186440677966,-0.4971751412429379,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,0.9717514124293786,-0.15819209039548024,-0.4689265536723164,1,0.728813559322034,-0.19079881050437564,0.1885473522934023,0.07249916973750709,6
2016-04-18,ad_id_fac20,0.25386384197386436,0.1511090693373608,1.6800040069540556,0.09339830243043085,-0.04281237813094502,0.5505400620786738,707,favorTC_rev,20,Math,Pro Cruz,club for growth,TRUE,FALSE,target_candidate,0,0,0,0,1,0,0,0,0,46.2943189596167,-0.6271186440677966,-0.4971751412429379,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,0.943502824858757,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,1,0.728813559322034,-0.19079881050437564,0.1885473522934023,0.07249916973750709,6
2016-04-25,ad_id_fac23,-0.00111848848038755,0.1475742307949655,-0.007579158463929511,0.993955425523927,-0.2909763077799255,0.28873933081915043,568,favorTC_rev,23,Not Easy,Pro Cruz,cruz,TRUE,FALSE,target_candidate,0,0,0,0,1,0,0,0,0,46.313483915126625,-0.6271186440677966,-0.4971751412429379,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,0.943502824858757,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,0,-0.2711864406779661,-0.17163385499445383,0.1885473522934023,0.060480468824505265,7
