subject_id,gender_sr,age_sr,party,party_dem,party_rep,ideo,ideo_lib,ideo_con,peoria_treat,imm_treat,ubi_treat,peoria_targeting,imm_targeting,ubi_targeting,target_dummy,treat_dummy,persuade,peoria_cond
4366,2,64,2,NA,1,3,NA,NA,single_best,single_best,control,NA,NA,NA,0,1,4,video
4366,2,64,2,NA,1,3,NA,NA,single_best,single_best,control,NA,NA,NA,0,NA,1,video
4366,2,64,2,NA,1,3,NA,NA,single_best,single_best,control,NA,NA,NA,0,NA,7,video
4367,2,33,1,2,NA,1,2,NA,targeting,control,targeting,cov_profile_1,NA,cov_profile_1,1,1,4,video
4367,2,33,1,2,NA,1,2,NA,targeting,control,targeting,cov_profile_1,NA,cov_profile_1,1,NA,5,video
4367,2,33,1,2,NA,1,2,NA,targeting,control,targeting,cov_profile_1,NA,cov_profile_1,0,NA,6,video
4368,1,52,2,NA,1,2,NA,2,NA,targeting,targeting,NA,cov_profile_2,cov_profile_3,NA,NA,NA,NA
4368,1,52,2,NA,1,2,NA,2,NA,targeting,targeting,NA,cov_profile_2,cov_profile_3,1,NA,NA,NA
4368,1,52,2,NA,1,2,NA,2,NA,targeting,targeting,NA,cov_profile_2,cov_profile_3,1,NA,5,NA
4369,2,55,3,NA,NA,3,NA,NA,targeting,targeting,single_best,cov_profile_3,cov_profile_3,NA,1,1,4,video
4369,2,55,3,NA,NA,3,NA,NA,targeting,targeting,single_best,cov_profile_3,cov_profile_3,NA,0,NA,5,video
4369,2,55,3,NA,NA,3,NA,NA,targeting,targeting,single_best,cov_profile_3,cov_profile_3,NA,1,NA,4,video
4370,1,18,3,NA,NA,3,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,1,3,video
4370,1,18,3,NA,NA,3,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,4,video
4370,1,18,3,NA,NA,3,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,2,video
4371,1,64,2,NA,1,2,NA,1,naive,control,targeting,NA,NA,cov_profile_2,0,0,3,control
4371,1,64,2,NA,1,2,NA,1,naive,control,targeting,NA,NA,cov_profile_2,1,NA,7,control
4371,1,64,2,NA,1,2,NA,1,naive,control,targeting,NA,NA,cov_profile_2,0,NA,1,control
4372,2,60,1,1,NA,1,1,NA,single_best,naive,targeting,NA,NA,cov_profile_3,0,0,4,control
4372,2,60,1,1,NA,1,1,NA,single_best,naive,targeting,NA,NA,cov_profile_3,1,NA,7,control
4372,2,60,1,1,NA,1,1,NA,single_best,naive,targeting,NA,NA,cov_profile_3,0,NA,5,control
4373,2,49,2,NA,1,2,NA,1,single_best,naive,single_best,NA,NA,NA,0,0,4,control
4373,2,49,2,NA,1,2,NA,1,single_best,naive,single_best,NA,NA,NA,0,NA,5,control
4373,2,49,2,NA,1,2,NA,1,single_best,naive,single_best,NA,NA,NA,0,NA,5,control
4374,2,38,1,1,NA,1,1,NA,targeting,control,single_best,cov_profile_3,NA,NA,1,1,3,video
4374,2,38,1,1,NA,1,1,NA,targeting,control,single_best,cov_profile_3,NA,NA,0,NA,3,video
4374,2,38,1,1,NA,1,1,NA,targeting,control,single_best,cov_profile_3,NA,NA,0,NA,5,video
4375,1,31,1,1,NA,1,1,NA,naive,single_best,single_best,NA,NA,NA,0,0,4,control
4375,1,31,1,1,NA,1,1,NA,naive,single_best,single_best,NA,NA,NA,0,NA,2,control
4375,1,31,1,1,NA,1,1,NA,naive,single_best,single_best,NA,NA,NA,0,NA,5,control
4376,2,30,1,2,NA,3,NA,NA,NA,NA,single_best,NA,NA,NA,NA,NA,NA,NA
4376,2,30,1,2,NA,3,NA,NA,NA,NA,single_best,NA,NA,NA,0,NA,NA,NA
4376,2,30,1,2,NA,3,NA,NA,NA,NA,single_best,NA,NA,NA,NA,NA,NA,NA
4377,1,35,2,NA,1,2,NA,1,targeting,naive,control,cov_profile_3,NA,NA,1,0,4,control
4377,1,35,2,NA,1,2,NA,1,targeting,naive,control,cov_profile_3,NA,NA,0,NA,2,control
4377,1,35,2,NA,1,2,NA,1,targeting,naive,control,cov_profile_3,NA,NA,0,NA,5,control
4378,2,61,2,NA,1,2,NA,1,targeting,control,naive,cov_profile_3,NA,NA,1,0,2,control
4378,2,61,2,NA,1,2,NA,1,targeting,control,naive,cov_profile_3,NA,NA,0,NA,7,control
4378,2,61,2,NA,1,2,NA,1,targeting,control,naive,cov_profile_3,NA,NA,0,NA,4,control
4379,2,32,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4379,2,32,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4379,2,32,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4380,1,62,3,NA,NA,3,NA,NA,targeting,control,single_best,cov_profile_2,NA,NA,1,0,5,control
4380,1,62,3,NA,NA,3,NA,NA,targeting,control,single_best,cov_profile_2,NA,NA,0,NA,2,control
4380,1,62,3,NA,NA,3,NA,NA,targeting,control,single_best,cov_profile_2,NA,NA,0,NA,7,control
4381,1,63,1,1,NA,1,1,NA,single_best,single_best,targeting,NA,NA,cov_profile_2,0,0,4,control
4381,1,63,1,1,NA,1,1,NA,single_best,single_best,targeting,NA,NA,cov_profile_2,1,NA,3,control
4381,1,63,1,1,NA,1,1,NA,single_best,single_best,targeting,NA,NA,cov_profile_2,0,NA,6,control
4382,1,35,3,NA,NA,2,NA,1,naive,control,single_best,NA,NA,NA,0,1,5,video
4382,1,35,3,NA,NA,2,NA,1,naive,control,single_best,NA,NA,NA,0,NA,1,video
4382,1,35,3,NA,NA,2,NA,1,naive,control,single_best,NA,NA,NA,0,NA,1,video
4383,2,61,1,1,NA,3,NA,NA,targeting,naive,targeting,cov_profile_1,NA,cov_profile_2,1,1,5,video
4383,2,61,1,1,NA,3,NA,NA,targeting,naive,targeting,cov_profile_1,NA,cov_profile_2,1,NA,4,video
4383,2,61,1,1,NA,3,NA,NA,targeting,naive,targeting,cov_profile_1,NA,cov_profile_2,0,NA,4,video
4384,2,62,1,2,NA,1,2,NA,naive,targeting,naive,NA,cov_profile_2,NA,0,1,4,video
4384,2,62,1,2,NA,1,2,NA,naive,targeting,naive,NA,cov_profile_2,NA,0,NA,5,video
4384,2,62,1,2,NA,1,2,NA,naive,targeting,naive,NA,cov_profile_2,NA,1,NA,4,video
4385,2,57,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,0,4,control
4385,2,57,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,NA,7,control
4385,2,57,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,NA,3,control
4386,1,27,2,NA,1,1,2,NA,naive,control,targeting,NA,NA,cov_profile_1,0,1,5,video
4386,1,27,2,NA,1,1,2,NA,naive,control,targeting,NA,NA,cov_profile_1,1,NA,1,video
4386,1,27,2,NA,1,1,2,NA,naive,control,targeting,NA,NA,cov_profile_1,0,NA,6,video
4387,2,61,3,NA,NA,3,NA,NA,targeting,naive,single_best,cov_profile_3,NA,NA,1,0,5,control
4387,2,61,3,NA,NA,3,NA,NA,targeting,naive,single_best,cov_profile_3,NA,NA,0,NA,2,control
4387,2,61,3,NA,NA,3,NA,NA,targeting,naive,single_best,cov_profile_3,NA,NA,0,NA,2,control
4388,2,42,1,2,NA,1,2,NA,targeting,targeting,single_best,cov_profile_3,cov_profile_2,NA,1,0,2,control
4388,2,42,1,2,NA,1,2,NA,targeting,targeting,single_best,cov_profile_3,cov_profile_2,NA,0,NA,3,control
4388,2,42,1,2,NA,1,2,NA,targeting,targeting,single_best,cov_profile_3,cov_profile_2,NA,1,NA,5,control
4389,1,22,1,1,NA,1,2,NA,single_best,single_best,naive,NA,NA,NA,0,1,4,video
4389,1,22,1,1,NA,1,2,NA,single_best,single_best,naive,NA,NA,NA,0,NA,2,video
4389,1,22,1,1,NA,1,2,NA,single_best,single_best,naive,NA,NA,NA,0,NA,7,video
4390,1,64,2,NA,1,2,NA,1,targeting,control,targeting,cov_profile_3,NA,cov_profile_1,1,1,3,video
4390,1,64,2,NA,1,2,NA,1,targeting,control,targeting,cov_profile_3,NA,cov_profile_1,1,NA,7,video
4390,1,64,2,NA,1,2,NA,1,targeting,control,targeting,cov_profile_3,NA,cov_profile_1,0,NA,2,video
4391,2,61,3,NA,NA,4,NA,NA,targeting,control,naive,cov_profile_2,NA,NA,1,0,3,control
4391,2,61,3,NA,NA,4,NA,NA,targeting,control,naive,cov_profile_2,NA,NA,0,NA,6,control
4391,2,61,3,NA,NA,4,NA,NA,targeting,control,naive,cov_profile_2,NA,NA,0,NA,2,control
4392,2,61,1,1,NA,1,1,NA,single_best,single_best,single_best,NA,NA,NA,0,1,5,video
4392,2,61,1,1,NA,1,1,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,7,video
4392,2,61,1,1,NA,1,1,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,7,video
4393,1,20,2,NA,1,2,NA,1,targeting,targeting,single_best,cov_profile_3,cov_profile_2,NA,1,1,5,video
4393,1,20,2,NA,1,2,NA,1,targeting,targeting,single_best,cov_profile_3,cov_profile_2,NA,0,NA,2,video
4393,1,20,2,NA,1,2,NA,1,targeting,targeting,single_best,cov_profile_3,cov_profile_2,NA,1,NA,7,video
4394,2,56,2,NA,1,2,NA,1,targeting,single_best,control,cov_profile_1,NA,NA,1,1,1,video
4394,2,56,2,NA,1,2,NA,1,targeting,single_best,control,cov_profile_1,NA,NA,0,NA,7,video
4394,2,56,2,NA,1,2,NA,1,targeting,single_best,control,cov_profile_1,NA,NA,0,NA,1,video
4395,2,63,3,NA,NA,3,NA,NA,naive,control,naive,NA,NA,NA,0,0,5,control
4395,2,63,3,NA,NA,3,NA,NA,naive,control,naive,NA,NA,NA,0,NA,3,control
4395,2,63,3,NA,NA,3,NA,NA,naive,control,naive,NA,NA,NA,0,NA,4,control
4396,2,41,1,1,NA,2,NA,1,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_1,0,0,3,control
4396,2,41,1,1,NA,2,NA,1,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_1,1,NA,7,control
4396,2,41,1,1,NA,2,NA,1,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_1,1,NA,4,control
4397,2,38,1,1,NA,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,1,1,5,video
4397,2,38,1,1,NA,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,0,NA,1,video
4397,2,38,1,1,NA,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,0,NA,7,video
4398,2,60,2,NA,2,3,NA,NA,single_best,targeting,single_best,NA,cov_profile_1,NA,0,1,4,video
4398,2,60,2,NA,2,3,NA,NA,single_best,targeting,single_best,NA,cov_profile_1,NA,0,NA,4,video
4398,2,60,2,NA,2,3,NA,NA,single_best,targeting,single_best,NA,cov_profile_1,NA,1,NA,4,video
4399,2,53,2,NA,2,2,NA,2,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_1,0,0,3,control
4399,2,53,2,NA,2,2,NA,2,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_1,1,NA,7,control
4399,2,53,2,NA,2,2,NA,2,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_1,1,NA,6,control
4400,2,55,3,NA,NA,3,NA,NA,single_best,single_best,targeting,NA,NA,cov_profile_3,0,0,4,control
4400,2,55,3,NA,NA,3,NA,NA,single_best,single_best,targeting,NA,NA,cov_profile_3,1,NA,4,control
4400,2,55,3,NA,NA,3,NA,NA,single_best,single_best,targeting,NA,NA,cov_profile_3,0,NA,4,control
4401,1,63,2,NA,1,2,NA,2,targeting,control,control,cov_profile_2,NA,NA,1,1,3,video
4401,1,63,2,NA,1,2,NA,2,targeting,control,control,cov_profile_2,NA,NA,0,NA,7,video
4401,1,63,2,NA,1,2,NA,2,targeting,control,control,cov_profile_2,NA,NA,0,NA,4,video
4402,2,61,2,NA,2,4,NA,NA,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_2,0,1,4,video
4402,2,61,2,NA,2,4,NA,NA,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_2,1,NA,4,video
4402,2,61,2,NA,2,4,NA,NA,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_2,1,NA,7,video
4403,2,52,2,NA,1,2,NA,1,targeting,targeting,targeting,cov_profile_2,cov_profile_3,cov_profile_1,1,0,1,control
4403,2,52,2,NA,1,2,NA,1,targeting,targeting,targeting,cov_profile_2,cov_profile_3,cov_profile_1,1,NA,7,control
4403,2,52,2,NA,1,2,NA,1,targeting,targeting,targeting,cov_profile_2,cov_profile_3,cov_profile_1,1,NA,1,control
4404,2,64,3,NA,NA,2,NA,1,targeting,single_best,naive,cov_profile_2,NA,NA,1,1,3,video
4404,2,64,3,NA,NA,2,NA,1,targeting,single_best,naive,cov_profile_2,NA,NA,0,NA,4,video
4404,2,64,3,NA,NA,2,NA,1,targeting,single_best,naive,cov_profile_2,NA,NA,0,NA,1,video
4405,2,53,3,NA,NA,3,NA,NA,naive,naive,control,NA,NA,NA,0,0,4,control
4405,2,53,3,NA,NA,3,NA,NA,naive,naive,control,NA,NA,NA,0,NA,3,control
4405,2,53,3,NA,NA,3,NA,NA,naive,naive,control,NA,NA,NA,0,NA,5,control
4406,1,32,1,1,NA,1,1,NA,targeting,single_best,targeting,cov_profile_2,NA,cov_profile_3,1,0,5,control
4406,1,32,1,1,NA,1,1,NA,targeting,single_best,targeting,cov_profile_2,NA,cov_profile_3,1,NA,1,control
4406,1,32,1,1,NA,1,1,NA,targeting,single_best,targeting,cov_profile_2,NA,cov_profile_3,0,NA,7,control
4407,2,61,1,1,NA,2,NA,1,targeting,control,naive,cov_profile_1,NA,NA,1,0,3,control
4407,2,61,1,1,NA,2,NA,1,targeting,control,naive,cov_profile_1,NA,NA,0,NA,7,control
4407,2,61,1,1,NA,2,NA,1,targeting,control,naive,cov_profile_1,NA,NA,0,NA,NA,control
4408,2,49,1,1,NA,1,1,NA,single_best,targeting,control,NA,cov_profile_2,NA,0,0,5,control
4408,2,49,1,1,NA,1,1,NA,single_best,targeting,control,NA,cov_profile_2,NA,0,NA,1,control
4408,2,49,1,1,NA,1,1,NA,single_best,targeting,control,NA,cov_profile_2,NA,1,NA,7,control
4409,2,58,1,2,NA,4,NA,NA,single_best,naive,control,NA,NA,NA,0,1,3,video
4409,2,58,1,2,NA,4,NA,NA,single_best,naive,control,NA,NA,NA,0,NA,7,video
4409,2,58,1,2,NA,4,NA,NA,single_best,naive,control,NA,NA,NA,0,NA,4,video
4410,1,57,2,NA,1,2,NA,1,single_best,targeting,targeting,NA,cov_profile_2,cov_profile_1,0,1,1,video
4410,1,57,2,NA,1,2,NA,1,single_best,targeting,targeting,NA,cov_profile_2,cov_profile_1,1,NA,7,video
4410,1,57,2,NA,1,2,NA,1,single_best,targeting,targeting,NA,cov_profile_2,cov_profile_1,1,NA,1,video
4411,2,42,2,NA,2,2,NA,2,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_3,0,1,4,video
4411,2,42,2,NA,2,2,NA,2,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_3,1,NA,4,video
4411,2,42,2,NA,2,2,NA,2,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_3,1,NA,4,video
4412,1,57,3,NA,NA,3,NA,NA,single_best,targeting,naive,NA,cov_profile_3,NA,0,1,2,video
4412,1,57,3,NA,NA,3,NA,NA,single_best,targeting,naive,NA,cov_profile_3,NA,0,NA,1,video
4412,1,57,3,NA,NA,3,NA,NA,single_best,targeting,naive,NA,cov_profile_3,NA,1,NA,3,video
4413,2,48,2,NA,1,2,NA,1,targeting,targeting,control,cov_profile_3,cov_profile_1,NA,1,1,4,video
4413,2,48,2,NA,1,2,NA,1,targeting,targeting,control,cov_profile_3,cov_profile_1,NA,0,NA,7,video
4413,2,48,2,NA,1,2,NA,1,targeting,targeting,control,cov_profile_3,cov_profile_1,NA,1,NA,7,video
4414,2,56,1,2,NA,3,NA,NA,naive,naive,targeting,NA,NA,cov_profile_3,0,1,2,video
4414,2,56,1,2,NA,3,NA,NA,naive,naive,targeting,NA,NA,cov_profile_3,1,NA,7,video
4414,2,56,1,2,NA,3,NA,NA,naive,naive,targeting,NA,NA,cov_profile_3,0,NA,4,video
4415,2,48,3,NA,NA,1,1,NA,naive,control,naive,NA,NA,NA,0,1,5,video
4415,2,48,3,NA,NA,1,1,NA,naive,control,naive,NA,NA,NA,0,NA,4,video
4415,2,48,3,NA,NA,1,1,NA,naive,control,naive,NA,NA,NA,0,NA,4,video
4416,1,23,2,NA,1,2,NA,2,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_2,0,0,3,control
4416,1,23,2,NA,1,2,NA,2,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_2,1,NA,5,control
4416,1,23,2,NA,1,2,NA,2,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_2,1,NA,4,control
4417,2,28,1,1,NA,1,1,NA,naive,control,single_best,NA,NA,NA,0,1,5,video
4417,2,28,1,1,NA,1,1,NA,naive,control,single_best,NA,NA,NA,0,NA,1,video
4417,2,28,1,1,NA,1,1,NA,naive,control,single_best,NA,NA,NA,0,NA,7,video
4418,2,63,3,NA,NA,3,NA,NA,targeting,control,targeting,cov_profile_1,NA,cov_profile_2,1,0,5,control
4418,2,63,3,NA,NA,3,NA,NA,targeting,control,targeting,cov_profile_1,NA,cov_profile_2,1,NA,7,control
4418,2,63,3,NA,NA,3,NA,NA,targeting,control,targeting,cov_profile_1,NA,cov_profile_2,0,NA,3,control
4419,2,40,1,1,NA,3,NA,NA,single_best,naive,targeting,NA,NA,cov_profile_2,0,1,3,video
4419,2,40,1,1,NA,3,NA,NA,single_best,naive,targeting,NA,NA,cov_profile_2,1,NA,4,video
4419,2,40,1,1,NA,3,NA,NA,single_best,naive,targeting,NA,NA,cov_profile_2,0,NA,4,video
4420,2,55,3,NA,NA,3,NA,NA,naive,targeting,control,NA,cov_profile_2,NA,0,1,3,video
4420,2,55,3,NA,NA,3,NA,NA,naive,targeting,control,NA,cov_profile_2,NA,0,NA,6,video
4420,2,55,3,NA,NA,3,NA,NA,naive,targeting,control,NA,cov_profile_2,NA,1,NA,4,video
4421,2,55,2,NA,2,2,NA,2,naive,targeting,single_best,NA,cov_profile_3,NA,0,1,3,video
4421,2,55,2,NA,2,2,NA,2,naive,targeting,single_best,NA,cov_profile_3,NA,0,NA,6,video
4421,2,55,2,NA,2,2,NA,2,naive,targeting,single_best,NA,cov_profile_3,NA,1,NA,6,video
4422,1,42,1,2,NA,2,NA,2,single_best,control,targeting,NA,NA,cov_profile_1,0,0,5,control
4422,1,42,1,2,NA,2,NA,2,single_best,control,targeting,NA,NA,cov_profile_1,1,NA,4,control
4422,1,42,1,2,NA,2,NA,2,single_best,control,targeting,NA,NA,cov_profile_1,0,NA,5,control
4423,1,59,1,1,NA,3,NA,NA,naive,control,control,NA,NA,NA,0,0,4,control
4423,1,59,1,1,NA,3,NA,NA,naive,control,control,NA,NA,NA,0,NA,2,control
4423,1,59,1,1,NA,3,NA,NA,naive,control,control,NA,NA,NA,0,NA,6,control
4424,1,35,2,NA,1,2,NA,1,targeting,targeting,control,cov_profile_1,cov_profile_1,NA,1,0,4,control
4424,1,35,2,NA,1,2,NA,1,targeting,targeting,control,cov_profile_1,cov_profile_1,NA,0,NA,3,control
4424,1,35,2,NA,1,2,NA,1,targeting,targeting,control,cov_profile_1,cov_profile_1,NA,1,NA,5,control
4425,2,56,3,NA,NA,3,NA,NA,single_best,targeting,single_best,NA,cov_profile_2,NA,0,0,2,control
4425,2,56,3,NA,NA,3,NA,NA,single_best,targeting,single_best,NA,cov_profile_2,NA,0,NA,7,control
4425,2,56,3,NA,NA,3,NA,NA,single_best,targeting,single_best,NA,cov_profile_2,NA,1,NA,3,control
4426,2,45,1,2,NA,4,NA,NA,naive,naive,control,NA,NA,NA,0,0,5,control
4426,2,45,1,2,NA,4,NA,NA,naive,naive,control,NA,NA,NA,0,NA,2,control
4426,2,45,1,2,NA,4,NA,NA,naive,naive,control,NA,NA,NA,0,NA,6,control
4427,2,46,2,NA,1,2,NA,1,naive,single_best,naive,NA,NA,NA,0,1,5,video
4427,2,46,2,NA,1,2,NA,1,naive,single_best,naive,NA,NA,NA,0,NA,7,video
4427,2,46,2,NA,1,2,NA,1,naive,single_best,naive,NA,NA,NA,0,NA,1,video
4428,2,60,1,1,NA,1,1,NA,targeting,single_best,control,cov_profile_2,NA,NA,1,0,3,control
4428,2,60,1,1,NA,1,1,NA,targeting,single_best,control,cov_profile_2,NA,NA,0,NA,3,control
4428,2,60,1,1,NA,1,1,NA,targeting,single_best,control,cov_profile_2,NA,NA,0,NA,6,control
4429,2,34,3,NA,NA,3,NA,NA,single_best,targeting,naive,NA,cov_profile_3,NA,0,1,3,video
4429,2,34,3,NA,NA,3,NA,NA,single_best,targeting,naive,NA,cov_profile_3,NA,0,NA,7,video
4429,2,34,3,NA,NA,3,NA,NA,single_best,targeting,naive,NA,cov_profile_3,NA,1,NA,4,video
4430,2,43,2,NA,2,2,NA,2,naive,single_best,targeting,NA,NA,cov_profile_1,0,0,4,control
4430,2,43,2,NA,2,2,NA,2,naive,single_best,targeting,NA,NA,cov_profile_1,1,NA,7,control
4430,2,43,2,NA,2,2,NA,2,naive,single_best,targeting,NA,NA,cov_profile_1,0,NA,3,control
4431,1,53,2,NA,1,2,NA,1,naive,targeting,naive,NA,cov_profile_3,NA,0,0,2,control
4431,1,53,2,NA,1,2,NA,1,naive,targeting,naive,NA,cov_profile_3,NA,0,NA,7,control
4431,1,53,2,NA,1,2,NA,1,naive,targeting,naive,NA,cov_profile_3,NA,1,NA,7,control
4432,1,64,2,NA,1,2,NA,1,naive,targeting,naive,NA,cov_profile_2,NA,0,0,1,control
4432,1,64,2,NA,1,2,NA,1,naive,targeting,naive,NA,cov_profile_2,NA,0,NA,7,control
4432,1,64,2,NA,1,2,NA,1,naive,targeting,naive,NA,cov_profile_2,NA,1,NA,1,control
4433,2,64,2,NA,2,3,NA,NA,single_best,control,control,NA,NA,NA,0,1,3,video
4433,2,64,2,NA,2,3,NA,NA,single_best,control,control,NA,NA,NA,0,NA,7,video
4433,2,64,2,NA,2,3,NA,NA,single_best,control,control,NA,NA,NA,0,NA,5,video
4434,2,32,4,NA,NA,4,NA,NA,single_best,targeting,control,NA,cov_profile_3,NA,0,1,5,video
4434,2,32,4,NA,NA,4,NA,NA,single_best,targeting,control,NA,cov_profile_3,NA,0,NA,4,video
4434,2,32,4,NA,NA,4,NA,NA,single_best,targeting,control,NA,cov_profile_3,NA,1,NA,6,video
4435,1,35,2,NA,1,2,NA,1,single_best,single_best,control,NA,NA,NA,0,1,4,video
4435,1,35,2,NA,1,2,NA,1,single_best,single_best,control,NA,NA,NA,0,NA,3,video
4435,1,35,2,NA,1,2,NA,1,single_best,single_best,control,NA,NA,NA,0,NA,6,video
4436,1,24,3,NA,NA,4,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_3,NA,1,1,5,video
4436,1,24,3,NA,NA,4,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_3,NA,0,NA,4,video
4436,1,24,3,NA,NA,4,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_3,NA,1,NA,7,video
4437,2,45,1,1,NA,2,NA,2,single_best,single_best,targeting,NA,NA,cov_profile_1,0,0,4,control
4437,2,45,1,1,NA,2,NA,2,single_best,single_best,targeting,NA,NA,cov_profile_1,1,NA,7,control
4437,2,45,1,1,NA,2,NA,2,single_best,single_best,targeting,NA,NA,cov_profile_1,0,NA,4,control
4438,1,51,3,NA,NA,3,NA,NA,naive,control,targeting,NA,NA,cov_profile_2,0,0,3,control
4438,1,51,3,NA,NA,3,NA,NA,naive,control,targeting,NA,NA,cov_profile_2,1,NA,2,control
4438,1,51,3,NA,NA,3,NA,NA,naive,control,targeting,NA,NA,cov_profile_2,0,NA,5,control
4439,2,48,1,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4439,2,48,1,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4439,2,48,1,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4440,2,40,2,NA,1,2,NA,1,single_best,control,targeting,NA,NA,cov_profile_1,0,0,5,control
4440,2,40,2,NA,1,2,NA,1,single_best,control,targeting,NA,NA,cov_profile_1,1,NA,6,control
4440,2,40,2,NA,1,2,NA,1,single_best,control,targeting,NA,NA,cov_profile_1,0,NA,6,control
4441,1,38,1,2,NA,2,NA,2,targeting,targeting,naive,cov_profile_1,cov_profile_1,NA,1,1,4,video
4441,1,38,1,2,NA,2,NA,2,targeting,targeting,naive,cov_profile_1,cov_profile_1,NA,0,NA,1,video
4441,1,38,1,2,NA,2,NA,2,targeting,targeting,naive,cov_profile_1,cov_profile_1,NA,1,NA,6,video
4442,1,38,1,2,NA,4,NA,NA,targeting,targeting,targeting,cov_profile_3,cov_profile_3,cov_profile_3,1,0,2,control
4442,1,38,1,2,NA,4,NA,NA,targeting,targeting,targeting,cov_profile_3,cov_profile_3,cov_profile_3,1,NA,7,control
4442,1,38,1,2,NA,4,NA,NA,targeting,targeting,targeting,cov_profile_3,cov_profile_3,cov_profile_3,1,NA,1,control
4443,2,64,3,NA,NA,2,NA,2,single_best,control,single_best,NA,NA,NA,0,1,2,video
4443,2,64,3,NA,NA,2,NA,2,single_best,control,single_best,NA,NA,NA,0,NA,7,video
4443,2,64,3,NA,NA,2,NA,2,single_best,control,single_best,NA,NA,NA,0,NA,1,video
4444,2,31,3,NA,NA,3,NA,NA,single_best,control,naive,NA,NA,NA,0,0,5,control
4444,2,31,3,NA,NA,3,NA,NA,single_best,control,naive,NA,NA,NA,0,NA,2,control
4444,2,31,3,NA,NA,3,NA,NA,single_best,control,naive,NA,NA,NA,0,NA,7,control
4445,1,61,1,2,NA,2,NA,2,NA,NA,control,NA,NA,NA,NA,NA,NA,NA
4445,1,61,1,2,NA,2,NA,2,NA,NA,control,NA,NA,NA,0,NA,NA,NA
4445,1,61,1,2,NA,2,NA,2,NA,NA,control,NA,NA,NA,NA,NA,NA,NA
4446,2,31,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4446,2,31,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4446,2,31,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4447,1,27,3,NA,NA,3,NA,NA,naive,naive,control,NA,NA,NA,0,1,3,video
4447,1,27,3,NA,NA,3,NA,NA,naive,naive,control,NA,NA,NA,0,NA,4,video
4447,1,27,3,NA,NA,3,NA,NA,naive,naive,control,NA,NA,NA,0,NA,4,video
4448,1,24,3,NA,NA,4,NA,NA,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_1,0,1,4,video
4448,1,24,3,NA,NA,4,NA,NA,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_1,1,NA,3,video
4448,1,24,3,NA,NA,4,NA,NA,single_best,targeting,targeting,NA,cov_profile_1,cov_profile_1,1,NA,3,video
4449,2,75,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,1,2,video
4449,2,75,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,NA,6,video
4449,2,75,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,NA,2,video
4450,1,18,2,NA,2,4,NA,NA,single_best,naive,single_best,NA,NA,NA,0,0,3,control
4450,1,18,2,NA,2,4,NA,NA,single_best,naive,single_best,NA,NA,NA,0,NA,4,control
