subject_id,gender_sr,age_sr,party,party_dem,party_rep,ideo,ideo_lib,ideo_con,peoria_treat,imm_treat,ubi_treat,peoria_targeting,imm_targeting,ubi_targeting,target_dummy,treat_dummy,persuade,peoria_cond
1,2,45,2,NA,2,3,NA,NA,targeting,naive,single_best,cov_profile_2,NA,NA,1,0,4,control
1,2,45,2,NA,2,3,NA,NA,targeting,naive,single_best,cov_profile_2,NA,NA,0,NA,4,control
1,2,45,2,NA,2,3,NA,NA,targeting,naive,single_best,cov_profile_2,NA,NA,0,NA,4,control
2,2,24,1,2,NA,1,2,NA,single_best,targeting,single_best,NA,cov_profile_3,NA,0,1,4,video
2,2,24,1,2,NA,1,2,NA,single_best,targeting,single_best,NA,cov_profile_3,NA,0,NA,1,video
2,2,24,1,2,NA,1,2,NA,single_best,targeting,single_best,NA,cov_profile_3,NA,1,NA,7,video
3,1,21,3,NA,NA,2,NA,1,targeting,targeting,control,cov_profile_3,cov_profile_3,NA,1,1,4,video
3,1,21,3,NA,NA,2,NA,1,targeting,targeting,control,cov_profile_3,cov_profile_3,NA,0,NA,5,video
3,1,21,3,NA,NA,2,NA,1,targeting,targeting,control,cov_profile_3,cov_profile_3,NA,1,NA,3,video
4,1,22,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,22,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,22,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,41,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,41,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,41,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,22,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,22,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,22,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,18,2,NA,1,2,NA,1,NA,NA,targeting,NA,NA,cov_profile_2,NA,NA,NA,NA
7,1,18,2,NA,1,2,NA,1,NA,NA,targeting,NA,NA,cov_profile_2,1,NA,NA,NA
7,1,18,2,NA,1,2,NA,1,NA,NA,targeting,NA,NA,cov_profile_2,NA,NA,NA,NA
8,1,18,2,NA,1,2,NA,1,single_best,targeting,single_best,NA,cov_profile_2,NA,0,0,2,control
8,1,18,2,NA,1,2,NA,1,single_best,targeting,single_best,NA,cov_profile_2,NA,0,NA,7,control
8,1,18,2,NA,1,2,NA,1,single_best,targeting,single_best,NA,cov_profile_2,NA,1,NA,1,control
9,2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2,23,4,NA,NA,4,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_3,NA,1,1,5,video
10,2,23,4,NA,NA,4,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_3,NA,0,NA,4,video
10,2,23,4,NA,NA,4,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_3,NA,1,NA,7,video
11,1,21,2,NA,1,2,NA,1,targeting,single_best,single_best,cov_profile_3,NA,NA,1,1,3,video
11,1,21,2,NA,1,2,NA,1,targeting,single_best,single_best,cov_profile_3,NA,NA,0,NA,4,video
11,1,21,2,NA,1,2,NA,1,targeting,single_best,single_best,cov_profile_3,NA,NA,0,NA,5,video
12,2,37,3,NA,NA,3,NA,NA,targeting,single_best,targeting,cov_profile_2,NA,cov_profile_2,1,1,4,video
12,2,37,3,NA,NA,3,NA,NA,targeting,single_best,targeting,cov_profile_2,NA,cov_profile_2,1,NA,4,video
12,2,37,3,NA,NA,3,NA,NA,targeting,single_best,targeting,cov_profile_2,NA,cov_profile_2,0,NA,4,video
13,1,20,1,1,NA,1,1,NA,single_best,targeting,control,NA,cov_profile_2,NA,0,1,4,video
13,1,20,1,1,NA,1,1,NA,single_best,targeting,control,NA,cov_profile_2,NA,0,NA,1,video
13,1,20,1,1,NA,1,1,NA,single_best,targeting,control,NA,cov_profile_2,NA,1,NA,5,video
14,2,43,3,NA,NA,3,NA,NA,targeting,single_best,single_best,cov_profile_2,NA,NA,1,1,5,video
14,2,43,3,NA,NA,3,NA,NA,targeting,single_best,single_best,cov_profile_2,NA,NA,0,NA,2,video
14,2,43,3,NA,NA,3,NA,NA,targeting,single_best,single_best,cov_profile_2,NA,NA,0,NA,7,video
15,2,37,4,NA,NA,4,NA,NA,targeting,control,targeting,cov_profile_3,NA,cov_profile_2,1,1,3,video
15,2,37,4,NA,NA,4,NA,NA,targeting,control,targeting,cov_profile_3,NA,cov_profile_2,1,NA,4,video
15,2,37,4,NA,NA,4,NA,NA,targeting,control,targeting,cov_profile_3,NA,cov_profile_2,0,NA,4,video
16,1,23,1,2,NA,1,1,NA,single_best,targeting,single_best,NA,cov_profile_2,NA,0,0,5,control
16,1,23,1,2,NA,1,1,NA,single_best,targeting,single_best,NA,cov_profile_2,NA,0,NA,5,control
16,1,23,1,2,NA,1,1,NA,single_best,targeting,single_best,NA,cov_profile_2,NA,1,NA,4,control
17,1,22,3,NA,NA,3,NA,NA,targeting,control,targeting,cov_profile_1,NA,cov_profile_3,1,0,3,control
17,1,22,3,NA,NA,3,NA,NA,targeting,control,targeting,cov_profile_1,NA,cov_profile_3,1,NA,3,control
17,1,22,3,NA,NA,3,NA,NA,targeting,control,targeting,cov_profile_1,NA,cov_profile_3,0,NA,5,control
18,1,22,3,NA,NA,1,2,NA,single_best,control,single_best,NA,NA,NA,0,0,3,control
18,1,22,3,NA,NA,1,2,NA,single_best,control,single_best,NA,NA,NA,0,NA,1,control
18,1,22,3,NA,NA,1,2,NA,single_best,control,single_best,NA,NA,NA,0,NA,4,control
19,1,18,3,NA,NA,3,NA,NA,targeting,control,single_best,cov_profile_1,NA,NA,1,1,3,video
19,1,18,3,NA,NA,3,NA,NA,targeting,control,single_best,cov_profile_1,NA,NA,0,NA,2,video
19,1,18,3,NA,NA,3,NA,NA,targeting,control,single_best,cov_profile_1,NA,NA,0,NA,5,video
20,2,70,2,NA,1,2,NA,1,single_best,single_best,targeting,NA,NA,cov_profile_2,0,0,1,control
20,2,70,2,NA,1,2,NA,1,single_best,single_best,targeting,NA,NA,cov_profile_2,1,NA,7,control
20,2,70,2,NA,1,2,NA,1,single_best,single_best,targeting,NA,NA,cov_profile_2,0,NA,2,control
21,2,84,2,NA,2,3,NA,NA,single_best,single_best,targeting,NA,NA,cov_profile_3,0,0,4,control
21,2,84,2,NA,2,3,NA,NA,single_best,single_best,targeting,NA,NA,cov_profile_3,1,NA,7,control
21,2,84,2,NA,2,3,NA,NA,single_best,single_best,targeting,NA,NA,cov_profile_3,0,NA,3,control
22,2,59,1,1,NA,3,NA,NA,targeting,control,single_best,cov_profile_2,NA,NA,1,1,5,video
22,2,59,1,1,NA,3,NA,NA,targeting,control,single_best,cov_profile_2,NA,NA,0,NA,2,video
22,2,59,1,1,NA,3,NA,NA,targeting,control,single_best,cov_profile_2,NA,NA,0,NA,2,video
23,2,65,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_1,NA,0,1,4,video
23,2,65,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_1,NA,0,NA,7,video
23,2,65,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_1,NA,1,NA,1,video
24,2,69,1,2,NA,1,2,NA,targeting,control,naive,cov_profile_1,NA,NA,1,1,4,video
24,2,69,1,2,NA,1,2,NA,targeting,control,naive,cov_profile_1,NA,NA,0,NA,3,video
24,2,69,1,2,NA,1,2,NA,targeting,control,naive,cov_profile_1,NA,NA,0,NA,6,video
25,2,34,2,NA,1,3,NA,NA,targeting,single_best,naive,cov_profile_3,NA,NA,1,0,4,control
25,2,34,2,NA,1,3,NA,NA,targeting,single_best,naive,cov_profile_3,NA,NA,0,NA,5,control
25,2,34,2,NA,1,3,NA,NA,targeting,single_best,naive,cov_profile_3,NA,NA,0,NA,7,control
26,2,63,1,1,NA,1,1,NA,naive,targeting,naive,NA,cov_profile_2,NA,0,1,5,video
26,2,63,1,1,NA,1,1,NA,naive,targeting,naive,NA,cov_profile_2,NA,0,NA,7,video
26,2,63,1,1,NA,1,1,NA,naive,targeting,naive,NA,cov_profile_2,NA,1,NA,1,video
27,2,62,4,NA,NA,4,NA,NA,single_best,single_best,naive,NA,NA,NA,0,0,3,control
27,2,62,4,NA,NA,4,NA,NA,single_best,single_best,naive,NA,NA,NA,0,NA,4,control
27,2,62,4,NA,NA,4,NA,NA,single_best,single_best,naive,NA,NA,NA,0,NA,5,control
28,2,73,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_3,NA,0,1,5,video
28,2,73,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_3,NA,0,NA,7,video
28,2,73,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_3,NA,1,NA,7,video
29,2,52,2,NA,1,2,NA,1,targeting,targeting,control,cov_profile_1,cov_profile_2,NA,1,1,4,video
29,2,52,2,NA,1,2,NA,1,targeting,targeting,control,cov_profile_1,cov_profile_2,NA,0,NA,1,video
29,2,52,2,NA,1,2,NA,1,targeting,targeting,control,cov_profile_1,cov_profile_2,NA,1,NA,7,video
30,2,70,2,NA,2,2,NA,2,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_1,0,0,1,control
30,2,70,2,NA,2,2,NA,2,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_1,1,NA,7,control
30,2,70,2,NA,2,2,NA,2,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_1,1,NA,3,control
31,2,52,1,1,NA,1,1,NA,single_best,targeting,control,NA,cov_profile_3,NA,0,0,5,control
31,2,52,1,1,NA,1,1,NA,single_best,targeting,control,NA,cov_profile_3,NA,0,NA,6,control
31,2,52,1,1,NA,1,1,NA,single_best,targeting,control,NA,cov_profile_3,NA,1,NA,7,control
32,2,53,4,NA,NA,4,NA,NA,targeting,naive,control,cov_profile_1,NA,NA,1,0,3,control
32,2,53,4,NA,NA,4,NA,NA,targeting,naive,control,cov_profile_1,NA,NA,0,NA,7,control
32,2,53,4,NA,NA,4,NA,NA,targeting,naive,control,cov_profile_1,NA,NA,0,NA,1,control
33,2,59,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2,59,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2,59,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2,18,2,NA,2,1,2,NA,single_best,control,control,NA,NA,NA,0,1,1,video
34,2,18,2,NA,2,1,2,NA,single_best,control,control,NA,NA,NA,0,NA,7,video
34,2,18,2,NA,2,1,2,NA,single_best,control,control,NA,NA,NA,0,NA,1,video
35,2,66,3,NA,NA,2,NA,1,single_best,targeting,naive,NA,cov_profile_3,NA,0,0,2,control
35,2,66,3,NA,NA,2,NA,1,single_best,targeting,naive,NA,cov_profile_3,NA,0,NA,7,control
35,2,66,3,NA,NA,2,NA,1,single_best,targeting,naive,NA,cov_profile_3,NA,1,NA,3,control
36,2,23,4,NA,NA,4,NA,NA,naive,control,targeting,NA,NA,cov_profile_3,0,0,5,control
36,2,23,4,NA,NA,4,NA,NA,naive,control,targeting,NA,NA,cov_profile_3,1,NA,4,control
36,2,23,4,NA,NA,4,NA,NA,naive,control,targeting,NA,NA,cov_profile_3,0,NA,1,control
37,2,66,2,NA,2,2,NA,2,NA,single_best,NA,NA,NA,NA,NA,NA,NA,NA
37,2,66,2,NA,2,2,NA,2,NA,single_best,NA,NA,NA,NA,NA,NA,NA,NA
37,2,66,2,NA,2,2,NA,2,NA,single_best,NA,NA,NA,NA,0,NA,NA,NA
38,2,20,1,1,NA,3,NA,NA,targeting,naive,targeting,cov_profile_3,NA,cov_profile_1,1,0,4,control
38,2,20,1,1,NA,3,NA,NA,targeting,naive,targeting,cov_profile_3,NA,cov_profile_1,1,NA,3,control
38,2,20,1,1,NA,3,NA,NA,targeting,naive,targeting,cov_profile_3,NA,cov_profile_1,0,NA,7,control
39,2,69,1,1,NA,1,2,NA,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_3,0,1,5,video
39,2,69,1,1,NA,1,2,NA,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_3,1,NA,7,video
39,2,69,1,1,NA,1,2,NA,single_best,targeting,targeting,NA,cov_profile_3,cov_profile_3,1,NA,4,video
40,2,36,3,NA,NA,4,NA,NA,naive,targeting,control,NA,cov_profile_2,NA,0,0,3,control
40,2,36,3,NA,NA,4,NA,NA,naive,targeting,control,NA,cov_profile_2,NA,0,NA,4,control
40,2,36,3,NA,NA,4,NA,NA,naive,targeting,control,NA,cov_profile_2,NA,1,NA,4,control
41,2,42,4,NA,NA,4,NA,NA,targeting,control,single_best,cov_profile_1,NA,NA,1,1,5,video
41,2,42,4,NA,NA,4,NA,NA,targeting,control,single_best,cov_profile_1,NA,NA,0,NA,1,video
41,2,42,4,NA,NA,4,NA,NA,targeting,control,single_best,cov_profile_1,NA,NA,0,NA,7,video
42,2,72,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,0,2,control
42,2,72,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,NA,7,control
42,2,72,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,NA,1,control
43,2,72,2,NA,1,3,NA,NA,single_best,single_best,control,NA,NA,NA,0,0,1,control
43,2,72,2,NA,1,3,NA,NA,single_best,single_best,control,NA,NA,NA,0,NA,3,control
43,2,72,2,NA,1,3,NA,NA,single_best,single_best,control,NA,NA,NA,0,NA,4,control
44,2,67,1,2,NA,2,NA,2,single_best,targeting,targeting,NA,cov_profile_2,cov_profile_2,0,1,5,video
44,2,67,1,2,NA,2,NA,2,single_best,targeting,targeting,NA,cov_profile_2,cov_profile_2,1,NA,1,video
44,2,67,1,2,NA,2,NA,2,single_best,targeting,targeting,NA,cov_profile_2,cov_profile_2,1,NA,7,video
45,2,27,3,NA,NA,3,NA,NA,naive,single_best,targeting,NA,NA,cov_profile_3,0,1,3,video
45,2,27,3,NA,NA,3,NA,NA,naive,single_best,targeting,NA,NA,cov_profile_3,1,NA,4,video
45,2,27,3,NA,NA,3,NA,NA,naive,single_best,targeting,NA,NA,cov_profile_3,0,NA,4,video
46,2,62,1,1,NA,1,1,NA,single_best,single_best,single_best,NA,NA,NA,0,1,5,video
46,2,62,1,1,NA,1,1,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,4,video
46,2,62,1,1,NA,1,1,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,5,video
47,2,58,2,NA,1,2,NA,1,single_best,targeting,control,NA,cov_profile_1,NA,0,1,5,video
47,2,58,2,NA,1,2,NA,1,single_best,targeting,control,NA,cov_profile_1,NA,0,NA,1,video
47,2,58,2,NA,1,2,NA,1,single_best,targeting,control,NA,cov_profile_1,NA,1,NA,4,video
48,2,54,1,1,NA,1,1,NA,targeting,single_best,control,cov_profile_1,NA,NA,1,1,4,video
48,2,54,1,1,NA,1,1,NA,targeting,single_best,control,cov_profile_1,NA,NA,0,NA,4,video
48,2,54,1,1,NA,1,1,NA,targeting,single_best,control,cov_profile_1,NA,NA,0,NA,5,video
49,2,37,2,NA,2,2,NA,2,naive,targeting,single_best,NA,cov_profile_1,NA,0,1,4,video
49,2,37,2,NA,2,2,NA,2,naive,targeting,single_best,NA,cov_profile_1,NA,0,NA,6,video
49,2,37,2,NA,2,2,NA,2,naive,targeting,single_best,NA,cov_profile_1,NA,1,NA,4,video
50,2,83,3,NA,NA,3,NA,NA,targeting,control,naive,cov_profile_2,NA,NA,1,1,4,video
50,2,83,3,NA,NA,3,NA,NA,targeting,control,naive,cov_profile_2,NA,NA,0,NA,5,video
50,2,83,3,NA,NA,3,NA,NA,targeting,control,naive,cov_profile_2,NA,NA,0,NA,2,video
51,2,78,2,NA,1,2,NA,1,naive,control,naive,NA,NA,NA,0,1,5,video
51,2,78,2,NA,1,2,NA,1,naive,control,naive,NA,NA,NA,0,NA,7,video
51,2,78,2,NA,1,2,NA,1,naive,control,naive,NA,NA,NA,0,NA,3,video
52,2,38,3,NA,NA,3,NA,NA,targeting,single_best,naive,cov_profile_2,NA,NA,1,0,4,control
52,2,38,3,NA,NA,3,NA,NA,targeting,single_best,naive,cov_profile_2,NA,NA,0,NA,6,control
52,2,38,3,NA,NA,3,NA,NA,targeting,single_best,naive,cov_profile_2,NA,NA,0,NA,5,control
53,2,72,1,1,NA,1,2,NA,single_best,single_best,single_best,NA,NA,NA,0,0,3,control
53,2,72,1,1,NA,1,2,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,3,control
53,2,72,1,1,NA,1,2,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,6,control
54,2,56,3,NA,NA,3,NA,NA,single_best,single_best,naive,NA,NA,NA,0,1,5,video
54,2,56,3,NA,NA,3,NA,NA,single_best,single_best,naive,NA,NA,NA,0,NA,5,video
54,2,56,3,NA,NA,3,NA,NA,single_best,single_best,naive,NA,NA,NA,0,NA,4,video
55,2,69,1,1,NA,3,NA,NA,targeting,naive,single_best,cov_profile_3,NA,NA,1,0,4,control
55,2,69,1,1,NA,3,NA,NA,targeting,naive,single_best,cov_profile_3,NA,NA,0,NA,4,control
55,2,69,1,1,NA,3,NA,NA,targeting,naive,single_best,cov_profile_3,NA,NA,0,NA,7,control
56,2,59,1,1,NA,2,NA,1,targeting,single_best,naive,cov_profile_3,NA,NA,1,1,5,video
56,2,59,1,1,NA,2,NA,1,targeting,single_best,naive,cov_profile_3,NA,NA,0,NA,1,video
56,2,59,1,1,NA,2,NA,1,targeting,single_best,naive,cov_profile_3,NA,NA,0,NA,7,video
57,2,72,3,NA,NA,3,NA,NA,single_best,naive,single_best,NA,NA,NA,0,1,4,video
57,2,72,3,NA,NA,3,NA,NA,single_best,naive,single_best,NA,NA,NA,0,NA,7,video
57,2,72,3,NA,NA,3,NA,NA,single_best,naive,single_best,NA,NA,NA,0,NA,4,video
58,2,63,2,NA,1,2,NA,1,targeting,single_best,control,cov_profile_1,NA,NA,1,1,3,video
58,2,63,2,NA,1,2,NA,1,targeting,single_best,control,cov_profile_1,NA,NA,0,NA,7,video
58,2,63,2,NA,1,2,NA,1,targeting,single_best,control,cov_profile_1,NA,NA,0,NA,1,video
59,2,88,2,NA,2,2,NA,2,single_best,single_best,control,NA,NA,NA,0,0,3,control
59,2,88,2,NA,2,2,NA,2,single_best,single_best,control,NA,NA,NA,0,NA,4,control
59,2,88,2,NA,2,2,NA,2,single_best,single_best,control,NA,NA,NA,0,NA,5,control
60,2,64,1,2,NA,3,NA,NA,naive,single_best,naive,NA,NA,NA,0,0,2,control
60,2,64,1,2,NA,3,NA,NA,naive,single_best,naive,NA,NA,NA,0,NA,5,control
60,2,64,1,2,NA,3,NA,NA,naive,single_best,naive,NA,NA,NA,0,NA,7,control
61,2,60,3,NA,NA,2,NA,2,single_best,naive,control,NA,NA,NA,0,1,4,video
61,2,60,3,NA,NA,2,NA,2,single_best,naive,control,NA,NA,NA,0,NA,3,video
61,2,60,3,NA,NA,2,NA,2,single_best,naive,control,NA,NA,NA,0,NA,4,video
62,2,64,3,NA,NA,3,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,1,5,video
62,2,64,3,NA,NA,3,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,1,video
62,2,64,3,NA,NA,3,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,7,video
63,2,71,3,NA,NA,2,NA,1,NA,NA,single_best,NA,NA,NA,NA,NA,NA,NA
63,2,71,3,NA,NA,2,NA,1,NA,NA,single_best,NA,NA,NA,0,NA,NA,NA
63,2,71,3,NA,NA,2,NA,1,NA,NA,single_best,NA,NA,NA,NA,NA,NA,NA
64,2,61,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,2,61,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,2,61,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2,61,2,NA,1,2,NA,1,targeting,targeting,targeting,cov_profile_2,cov_profile_3,cov_profile_1,1,1,4,video
65,2,61,2,NA,1,2,NA,1,targeting,targeting,targeting,cov_profile_2,cov_profile_3,cov_profile_1,1,NA,7,video
65,2,61,2,NA,1,2,NA,1,targeting,targeting,targeting,cov_profile_2,cov_profile_3,cov_profile_1,1,NA,1,video
66,2,63,1,2,NA,3,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_1,NA,1,1,4,video
66,2,63,1,2,NA,3,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_1,NA,0,NA,5,video
66,2,63,1,2,NA,3,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_1,NA,1,NA,4,video
67,2,36,2,NA,1,2,NA,1,single_best,single_best,single_best,NA,NA,NA,0,1,3,video
67,2,36,2,NA,1,2,NA,1,single_best,single_best,single_best,NA,NA,NA,0,NA,7,video
67,2,36,2,NA,1,2,NA,1,single_best,single_best,single_best,NA,NA,NA,0,NA,4,video
68,2,70,1,2,NA,1,2,NA,single_best,targeting,single_best,NA,cov_profile_3,NA,0,1,5,video
68,2,70,1,2,NA,1,2,NA,single_best,targeting,single_best,NA,cov_profile_3,NA,0,NA,5,video
68,2,70,1,2,NA,1,2,NA,single_best,targeting,single_best,NA,cov_profile_3,NA,1,NA,7,video
69,2,65,2,NA,2,2,NA,1,single_best,single_best,naive,NA,NA,NA,0,0,4,control
69,2,65,2,NA,2,2,NA,1,single_best,single_best,naive,NA,NA,NA,0,NA,6,control
69,2,65,2,NA,2,2,NA,1,single_best,single_best,naive,NA,NA,NA,0,NA,4,control
70,2,56,2,NA,1,3,NA,NA,targeting,control,targeting,cov_profile_2,NA,cov_profile_3,1,0,3,control
70,2,56,2,NA,1,3,NA,NA,targeting,control,targeting,cov_profile_2,NA,cov_profile_3,1,NA,4,control
70,2,56,2,NA,1,3,NA,NA,targeting,control,targeting,cov_profile_2,NA,cov_profile_3,0,NA,4,control
71,2,70,2,NA,1,2,NA,1,single_best,single_best,single_best,NA,NA,NA,0,0,3,control
71,2,70,2,NA,1,2,NA,1,single_best,single_best,single_best,NA,NA,NA,0,NA,7,control
71,2,70,2,NA,1,2,NA,1,single_best,single_best,single_best,NA,NA,NA,0,NA,3,control
72,2,43,3,NA,NA,1,2,NA,targeting,control,naive,cov_profile_1,NA,NA,1,1,3,video
72,2,43,3,NA,NA,1,2,NA,targeting,control,naive,cov_profile_1,NA,NA,0,NA,3,video
72,2,43,3,NA,NA,1,2,NA,targeting,control,naive,cov_profile_1,NA,NA,0,NA,5,video
73,2,78,3,NA,NA,3,NA,NA,single_best,targeting,control,NA,cov_profile_2,NA,0,1,3,video
73,2,78,3,NA,NA,3,NA,NA,single_best,targeting,control,NA,cov_profile_2,NA,0,NA,4,video
73,2,78,3,NA,NA,3,NA,NA,single_best,targeting,control,NA,cov_profile_2,NA,1,NA,4,video
74,2,61,3,NA,NA,2,NA,2,targeting,targeting,targeting,cov_profile_1,cov_profile_3,cov_profile_1,1,1,1,video
74,2,61,3,NA,NA,2,NA,2,targeting,targeting,targeting,cov_profile_1,cov_profile_3,cov_profile_1,1,NA,7,video
74,2,61,3,NA,NA,2,NA,2,targeting,targeting,targeting,cov_profile_1,cov_profile_3,cov_profile_1,1,NA,6,video
75,2,64,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,2,64,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,2,64,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,2,60,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,2,60,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,2,60,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,2,31,2,NA,1,1,1,NA,NA,control,control,NA,NA,NA,NA,NA,NA,NA
77,2,31,2,NA,1,1,1,NA,NA,control,control,NA,NA,NA,0,NA,NA,NA
77,2,31,2,NA,1,1,1,NA,NA,control,control,NA,NA,NA,0,NA,6,NA
78,2,42,1,1,NA,1,1,NA,naive,single_best,control,NA,NA,NA,0,0,4,control
78,2,42,1,1,NA,1,1,NA,naive,single_best,control,NA,NA,NA,0,NA,4,control
78,2,42,1,1,NA,1,1,NA,naive,single_best,control,NA,NA,NA,0,NA,6,control
79,2,67,2,NA,1,2,NA,1,targeting,single_best,control,cov_profile_3,NA,NA,1,0,2,control
79,2,67,2,NA,1,2,NA,1,targeting,single_best,control,cov_profile_3,NA,NA,0,NA,7,control
79,2,67,2,NA,1,2,NA,1,targeting,single_best,control,cov_profile_3,NA,NA,0,NA,2,control
80,2,40,1,2,NA,1,2,NA,single_best,control,single_best,NA,NA,NA,0,0,4,control
80,2,40,1,2,NA,1,2,NA,single_best,control,single_best,NA,NA,NA,0,NA,2,control
80,2,40,1,2,NA,1,2,NA,single_best,control,single_best,NA,NA,NA,0,NA,6,control
81,2,68,2,NA,1,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,1,0,4,control
81,2,68,2,NA,1,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,0,NA,7,control
81,2,68,2,NA,1,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,0,NA,1,control
82,2,45,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,0,4,control
82,2,45,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,NA,6,control
82,2,45,2,NA,1,2,NA,1,naive,single_best,single_best,NA,NA,NA,0,NA,3,control
83,2,72,3,NA,NA,2,NA,2,targeting,targeting,single_best,cov_profile_1,cov_profile_1,NA,1,0,5,control
83,2,72,3,NA,NA,2,NA,2,targeting,targeting,single_best,cov_profile_1,cov_profile_1,NA,0,NA,7,control
83,2,72,3,NA,NA,2,NA,2,targeting,targeting,single_best,cov_profile_1,cov_profile_1,NA,1,NA,7,control
84,2,69,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_1,NA,0,1,5,video
84,2,69,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_1,NA,0,NA,6,video
84,2,69,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_1,NA,1,NA,4,video
85,2,39,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_2,NA,0,1,5,video
85,2,39,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_2,NA,0,NA,7,video
85,2,39,2,NA,1,2,NA,1,naive,targeting,single_best,NA,cov_profile_2,NA,1,NA,1,video
86,2,45,3,NA,NA,3,NA,NA,single_best,targeting,naive,NA,cov_profile_1,NA,0,1,4,video
86,2,45,3,NA,NA,3,NA,NA,single_best,targeting,naive,NA,cov_profile_1,NA,0,NA,7,video
86,2,45,3,NA,NA,3,NA,NA,single_best,targeting,naive,NA,cov_profile_1,NA,1,NA,4,video
87,2,67,2,NA,1,1,2,NA,targeting,targeting,targeting,cov_profile_1,cov_profile_1,cov_profile_3,1,1,4,video
